ProvinceCode,MarriageYear,RegistrationYear,BridegroomAge,BrideAge,AgeDiff
KwaZulu-Natal,1991,2018,30,25,Bridegroom older
KwaZulu-Natal,2000,2018,50,34,Bridegroom older
Gauteng,2016,2018,34,31,Bridegroom older
Unknown,2015,2018,43,40,Bridegroom older
KwaZulu-Natal,2018,2018,53,47,Bridegroom older
Eastern Cape,1970,2018,35,14,Bridegroom older
Limpopo,1984,2018,24,21,Bridegroom older
Mpumalanga,2004,2018,25,21,Bridegroom older
Eastern Cape,1992,2018,27,20,Bridegroom older
Mpumalanga,2012,2018,56,52,Bridegroom older
Unknown,1994,2018,30,29,Bridegroom older
Northern Cape,1990,2018,50,36,Bridegroom older
KwaZulu-Natal,1991,2018,52,49,Bridegroom older
KwaZulu-Natal,1973,2018,33,24,Bridegroom older
KwaZulu-Natal,1971,2018,26,25,Bridegroom older
KwaZulu-Natal,1984,2018,35,32,Bridegroom older
KwaZulu-Natal,2018,2018,60,59,Bridegroom older
KwaZulu-Natal,2017,2018,41,32,Bridegroom older
KwaZulu-Natal,2014,2018,37,27,Bridegroom older
KwaZulu-Natal,2017,2018,29,28,Bridegroom older
Unknown,2010,2018,49,28,Bridegroom older
Eastern Cape,1984,2018,31,20,Bridegroom older
Eastern Cape,1982,2018,25,19,Bridegroom older
Eastern Cape,2000,2018,23,11,Bridegroom older
Eastern Cape,1981,2018,41,18,Bridegroom older
Eastern Cape,1983,2018,34,17,Bridegroom older
Eastern Cape,2014,2018,45,35,Bridegroom older
Outside RSA,1984,2018,22,17,Bridegroom older
Limpopo,2005,2018,31,33,Bridegroom younger
Limpopo,2000,2018,62,37,Bridegroom older
Eastern Cape,1990,2018,31,30,Bridegroom older
Limpopo,1994,2018,38,20,Bridegroom older
Limpopo,2017,2018,58,48,Bridegroom older
Limpopo,2001,2018,36,39,Bridegroom younger
Limpopo,2004,2018,22,18,Bridegroom older
KwaZulu-Natal,2018,2018,66,38,Bridegroom older
KwaZulu-Natal,2018,2018,33,37,Bridegroom younger
Eastern Cape,1981,2018,22,19,Bridegroom older
Limpopo,1983,2018,14,14,Spouses same age
Mpumalanga,2009,2018,45,42,Bridegroom older
Eastern Cape,2015,2018,44,39,Bridegroom older
Eastern Cape,2017,2018,37,31,Bridegroom older
Eastern Cape,2010,2018,25,25,Spouses same age
Eastern Cape,1967,2018,21,19,Bridegroom older
Eastern Cape,2011,2018,38,28,Bridegroom older
Mpumalanga,1976,2018,21,15,Bridegroom older
Mpumalanga,2011,2018,27,26,Bridegroom older
Limpopo,1989,2018,25,20,Bridegroom older
KwaZulu-Natal,2017,2018,26,25,Bridegroom older
KwaZulu-Natal,2018,2018,60,56,Bridegroom older
Limpopo,2018,2018,41,30,Bridegroom older
North West,2018,2018,45,37,Bridegroom older
Gauteng,1998,2018,53,33,Bridegroom older
Gauteng,2012,2018,47,46,Bridegroom older
North West,1961,2018,47,17,Bridegroom older
KwaZulu-Natal,2015,2018,37,32,Bridegroom older
KwaZulu-Natal,1999,2018,30,32,Bridegroom younger
Eastern Cape,1989,2018,35,26,Bridegroom older
Eastern Cape,1976,2018,26,18,Bridegroom older
KwaZulu-Natal,1979,2018,43,45,Bridegroom younger
KwaZulu-Natal,1986,2018,37,33,Bridegroom older
KwaZulu-Natal,1975,2018,26,24,Bridegroom older
KwaZulu-Natal,1984,2018,32,35,Bridegroom younger
KwaZulu-Natal,1976,2018,21,18,Bridegroom older
KwaZulu-Natal,2018,2018,37,35,Bridegroom older
Limpopo,2010,2018,46,42,Bridegroom older
North West,2014,2018,42,21,Bridegroom older
North West,1990,2018,27,27,Spouses same age
North West,2014,2018,45,34,Bridegroom older
Limpopo,2018,2018,57,53,Bridegroom older
Limpopo,2007,2018,37,33,Bridegroom older
KwaZulu-Natal,2018,2018,64,40,Bridegroom older
KwaZulu-Natal,2018,2018,52,45,Bridegroom older
Limpopo,1984,2018,24,18,Bridegroom older
Limpopo,2002,2018,36,33,Bridegroom older
Unknown,2005,2018,24,18,Bridegroom older
Limpopo,2010,2018,34,30,Bridegroom older
Limpopo,2012,2018,39,29,Bridegroom older
Limpopo,2017,2018,46,36,Bridegroom older
Gauteng,2007,2018,54,47,Bridegroom older
Gauteng,2015,2018,39,37,Bridegroom older
Limpopo,2015,2018,40,34,Bridegroom older
Limpopo,2018,2018,36,29,Bridegroom older
North West,2000,2018,27,22,Bridegroom older
North West,2015,2018,39,36,Bridegroom older
North West,2016,2018,29,26,Bridegroom older
KwaZulu-Natal,2018,2018,43,33,Bridegroom older
Limpopo,1997,2018,55,31,Bridegroom older
Limpopo,1978,2018,19,21,Bridegroom younger
Limpopo,2011,2018,27,25,Bridegroom older
Limpopo,1985,2018,46,40,Bridegroom older
Limpopo,1990,2018,32,32,Spouses same age
Limpopo,1993,2018,53,35,Bridegroom older
Limpopo,1987,2018,47,41,Bridegroom older
Limpopo,1982,2018,29,28,Bridegroom older
Limpopo,1987,2018,27,23,Bridegroom older
Mpumalanga,2014,2018,39,36,Bridegroom older
Mpumalanga,1969,2018,30,36,Bridegroom younger
Mpumalanga,1978,2018,34,27,Bridegroom older
Mpumalanga,1978,2018,33,27,Bridegroom older
Limpopo,2012,2018,37,30,Bridegroom older
Unknown,2010,2018,45,41,Bridegroom older
North West,2018,2018,30,30,Spouses same age
KwaZulu-Natal,1998,2018,69,44,Bridegroom older
KwaZulu-Natal,1968,2018,29,26,Bridegroom older
KwaZulu-Natal,1992,2018,49,39,Bridegroom older
KwaZulu-Natal,1971,2018,24,18,Bridegroom older
KwaZulu-Natal,2018,2018,70,61,Bridegroom older
KwaZulu-Natal,1979,2018,29,19,Bridegroom older
KwaZulu-Natal,1993,2018,42,41,Bridegroom older
KwaZulu-Natal,1984,2018,33,29,Bridegroom older
KwaZulu-Natal,1990,2018,38,38,Spouses same age
KwaZulu-Natal,1982,2018,28,24,Bridegroom older
KwaZulu-Natal,1998,2018,44,40,Bridegroom older
KwaZulu-Natal,2018,2018,61,51,Bridegroom older
KwaZulu-Natal,1993,2018,36,31,Bridegroom older
KwaZulu-Natal,1991,2018,33,28,Bridegroom older
KwaZulu-Natal,1985,2018,26,22,Bridegroom older
KwaZulu-Natal,1998,2018,35,22,Bridegroom older
KwaZulu-Natal,1996,2018,33,24,Bridegroom older
KwaZulu-Natal,2018,2018,54,52,Bridegroom older
KwaZulu-Natal,2017,2018,51,45,Bridegroom older
KwaZulu-Natal,2017,2018,47,41,Bridegroom older
KwaZulu-Natal,2018,2018,43,39,Bridegroom older
KwaZulu-Natal,2018,2018,42,36,Bridegroom older
KwaZulu-Natal,2017,2018,41,35,Bridegroom older
KwaZulu-Natal,2018,2018,37,33,Bridegroom older
KwaZulu-Natal,1974,2018,39,38,Bridegroom older
KwaZulu-Natal,1967,2018,32,28,Bridegroom older
KwaZulu-Natal,1972,2018,30,24,Bridegroom older
KwaZulu-Natal,1977,2018,29,19,Bridegroom older
KwaZulu-Natal,1994,2018,45,37,Bridegroom older
Eastern Cape,1966,2018,28,25,Bridegroom older
Limpopo,2010,2018,27,24,Bridegroom older
Limpopo,1976,2018,27,16,Bridegroom older
Limpopo,1968,2018,37,19,Bridegroom older
Mpumalanga,1984,2018,30,31,Bridegroom younger
Limpopo,2015,2018,64,52,Bridegroom older
Limpopo,1966,2018,26,22,Bridegroom older
North West,2014,2018,52,43,Bridegroom older
North West,2012,2018,38,37,Bridegroom older
North West,2014,2018,40,41,Bridegroom younger
Limpopo,2000,2018,29,18,Bridegroom older
Limpopo,2016,2018,23,23,Spouses same age
Mpumalanga,2010,2018,54,22,Bridegroom older
Limpopo,1980,2018,26,20,Bridegroom older
Limpopo,1990,2018,26,19,Bridegroom older
KwaZulu-Natal,2017,2018,46,21,Bridegroom older
Limpopo,2015,2018,46,39,Bridegroom older
North West,1999,2018,42,44,Bridegroom younger
North West,2006,2018,45,30,Bridegroom older
North West,2018,2018,30,25,Bridegroom older
Limpopo,1976,2018,28,22,Bridegroom older
Limpopo,1980,2018,21,15,Bridegroom older
Limpopo,2016,2018,47,42,Bridegroom older
Limpopo,1977,2018,21,16,Bridegroom older
North West,2000,2018,34,29,Bridegroom older
Limpopo,2012,2018,37,34,Bridegroom older
Unknown,2002,2018,34,36,Bridegroom younger
KwaZulu-Natal,2017,2018,53,51,Bridegroom older
KwaZulu-Natal,2018,2018,53,36,Bridegroom older
KwaZulu-Natal,2018,2018,46,35,Bridegroom older
Limpopo,2018,2018,47,43,Bridegroom older
Limpopo,2012,2018,40,29,Bridegroom older
Limpopo,1998,2018,32,26,Bridegroom older
Limpopo,1994,2018,36,23,Bridegroom older
Limpopo,2015,2018,30,29,Bridegroom older
Limpopo,2015,2018,32,25,Bridegroom older
Limpopo,2018,2018,28,26,Bridegroom older
Limpopo,1990,2018,35,26,Bridegroom older
Limpopo,2017,2018,43,42,Bridegroom older
Limpopo,2018,2018,56,39,Bridegroom older
Limpopo,2004,2018,22,20,Bridegroom older
Limpopo,2016,2018,54,43,Bridegroom older
KwaZulu-Natal,2018,2018,65,51,Bridegroom older
Limpopo,2017,2018,60,53,Bridegroom older
Limpopo,2003,2018,40,41,Bridegroom younger
Limpopo,1965,2018,26,20,Bridegroom older
Mpumalanga,2011,2018,53,45,Bridegroom older
Mpumalanga,2015,2018,51,36,Bridegroom older
Limpopo,2016,2018,39,31,Bridegroom older
KwaZulu-Natal,1997,2018,37,30,Bridegroom older
Limpopo,2011,2018,71,30,Bridegroom older
Limpopo,2017,2018,68,59,Bridegroom older
Unknown,1987,2018,31,17,Bridegroom older
Limpopo,1992,2018,32,15,Bridegroom older
KwaZulu-Natal,2018,2018,28,28,Spouses same age
Gauteng,2015,2018,63,58,Bridegroom older
Gauteng,2011,2018,53,37,Bridegroom older
Gauteng,2012,2018,52,47,Bridegroom older
Gauteng,2011,2018,54,47,Bridegroom older
Gauteng,2008,2018,36,30,Bridegroom older
Gauteng,2013,2018,32,28,Bridegroom older
Gauteng,2012,2018,39,37,Bridegroom older
Limpopo,2008,2018,52,41,Bridegroom older
Limpopo,1990,2018,23,21,Bridegroom older
Eastern Cape,1990,2018,27,26,Bridegroom older
Eastern Cape,1992,2018,26,20,Bridegroom older
Limpopo,1995,2018,26,18,Bridegroom older
KwaZulu-Natal,2018,2018,68,71,Bridegroom younger
Limpopo,1990,2018,39,32,Bridegroom older
KwaZulu-Natal,2016,2018,60,55,Bridegroom older
Limpopo,2015,2018,37,33,Bridegroom older
Limpopo,1977,2018,25,24,Bridegroom older
Limpopo,1990,2018,30,28,Bridegroom older
Limpopo,2012,2018,42,34,Bridegroom older
Limpopo,2005,2018,33,26,Bridegroom older
Eastern Cape,2007,2018,38,34,Bridegroom older
Eastern Cape,2009,2018,30,22,Bridegroom older
Eastern Cape,1994,2018,31,27,Bridegroom older
Eastern Cape,1986,2018,36,23,Bridegroom older
Limpopo,2014,2018,47,40,Bridegroom older
Limpopo,2012,2018,36,32,Bridegroom older
Limpopo,2017,2018,37,36,Bridegroom older
Gauteng,1976,2018,24,18,Bridegroom older
Gauteng,1982,2018,26,23,Bridegroom older
Gauteng,2017,2018,30,27,Bridegroom older
Unknown,2014,2018,50,44,Bridegroom older
Limpopo,1979,2018,21,16,Bridegroom older
Mpumalanga,2017,2018,54,38,Bridegroom older
Limpopo,2018,2018,73,54,Bridegroom older
Limpopo,2016,2018,57,30,Bridegroom older
Limpopo,2011,2018,38,24,Bridegroom older
KwaZulu-Natal,1974,2018,44,26,Bridegroom older
KwaZulu-Natal,1972,2018,37,22,Bridegroom older
KwaZulu-Natal,1962,2018,24,30,Bridegroom younger
KwaZulu-Natal,1969,2018,27,23,Bridegroom older
KwaZulu-Natal,1977,2018,32,21,Bridegroom older
KwaZulu-Natal,1973,2018,27,24,Bridegroom older
KwaZulu-Natal,1969,2018,22,20,Bridegroom older
KwaZulu-Natal,1981,2018,33,33,Spouses same age
KwaZulu-Natal,1992,2018,44,40,Bridegroom older
KwaZulu-Natal,1982,2018,34,25,Bridegroom older
KwaZulu-Natal,1986,2018,36,27,Bridegroom older
KwaZulu-Natal,1981,2018,31,24,Bridegroom older
KwaZulu-Natal,1993,2018,43,37,Bridegroom older
KwaZulu-Natal,1976,2018,26,24,Bridegroom older
KwaZulu-Natal,1989,2018,39,31,Bridegroom older
KwaZulu-Natal,1990,2018,40,36,Bridegroom older
KwaZulu-Natal,1981,2018,31,23,Bridegroom older
KwaZulu-Natal,1983,2018,33,29,Bridegroom older
KwaZulu-Natal,1987,2018,36,29,Bridegroom older
KwaZulu-Natal,1982,2018,30,22,Bridegroom older
KwaZulu-Natal,1987,2018,35,27,Bridegroom older
KwaZulu-Natal,1994,2018,42,31,Bridegroom older
KwaZulu-Natal,1984,2018,31,27,Bridegroom older
KwaZulu-Natal,1985,2018,32,37,Bridegroom younger
KwaZulu-Natal,1979,2018,26,25,Bridegroom older
KwaZulu-Natal,1980,2018,27,25,Bridegroom older
KwaZulu-Natal,1988,2018,34,30,Bridegroom older
KwaZulu-Natal,1989,2018,34,31,Bridegroom older
KwaZulu-Natal,1982,2018,27,24,Bridegroom older
KwaZulu-Natal,1996,2018,40,33,Bridegroom older
KwaZulu-Natal,1993,2018,37,29,Bridegroom older
KwaZulu-Natal,1976,2018,20,20,Spouses same age
KwaZulu-Natal,1989,2018,33,27,Bridegroom older
KwaZulu-Natal,1989,2018,31,29,Bridegroom older
KwaZulu-Natal,1984,2018,26,24,Bridegroom older
KwaZulu-Natal,1994,2018,35,34,Bridegroom older
KwaZulu-Natal,1983,2018,24,19,Bridegroom older
KwaZulu-Natal,2018,2018,58,61,Bridegroom younger
KwaZulu-Natal,1992,2018,32,32,Spouses same age
KwaZulu-Natal,1998,2018,37,40,Bridegroom younger
KwaZulu-Natal,1982,2018,21,22,Bridegroom younger
KwaZulu-Natal,1991,2018,30,25,Bridegroom older
KwaZulu-Natal,1993,2018,29,29,Spouses same age
KwaZulu-Natal,1999,2018,33,29,Bridegroom older
KwaZulu-Natal,2018,2018,51,46,Bridegroom older
KwaZulu-Natal,1996,2018,28,25,Bridegroom older
KwaZulu-Natal,2016,2018,47,43,Bridegroom older
Mpumalanga,2016,2018,48,30,Bridegroom older
KwaZulu-Natal,1962,2018,26,30,Bridegroom younger
KwaZulu-Natal,1976,2018,38,24,Bridegroom older
KwaZulu-Natal,1977,2018,34,25,Bridegroom older
KwaZulu-Natal,1999,2018,53,38,Bridegroom older
KwaZulu-Natal,1999,2018,32,27,Bridegroom older
KwaZulu-Natal,2017,2018,32,23,Bridegroom older
North West,2011,2018,53,44,Bridegroom older
Limpopo,2005,2018,39,30,Bridegroom older
KwaZulu-Natal,2009,2018,29,36,Bridegroom younger
North West,2009,2018,28,26,Bridegroom older
Limpopo,2016,2018,52,52,Spouses same age
Limpopo,2009,2018,31,25,Bridegroom older
Limpopo,2016,2018,58,50,Bridegroom older
Gauteng,2016,2018,35,35,Spouses same age
Mpumalanga,2011,2018,43,43,Spouses same age
Limpopo,2011,2018,40,34,Bridegroom older
Limpopo,2018,2018,63,44,Bridegroom older
Unknown,1988,2018,45,42,Bridegroom older
Limpopo,2018,2018,61,43,Bridegroom older
Unknown,1977,2018,23,15,Bridegroom older
Limpopo,2018,2018,50,47,Bridegroom older
Limpopo,1982,2018,38,19,Bridegroom older
Limpopo,2016,2018,41,24,Bridegroom older
Limpopo,2017,2018,37,35,Bridegroom older
Limpopo,2018,2018,36,22,Bridegroom older
Limpopo,2015,2018,28,23,Bridegroom older
Limpopo,1976,2018,20,23,Bridegroom younger
Limpopo,2010,2018,30,28,Bridegroom older
Gauteng,2012,2018,46,27,Bridegroom older
Limpopo,1978,2018,21,16,Bridegroom older
Limpopo,1985,2018,25,18,Bridegroom older
Limpopo,2017,2018,49,45,Bridegroom older
Limpopo,2017,2018,36,30,Bridegroom older
Limpopo,2016,2018,35,30,Bridegroom older
Limpopo,2012,2018,28,22,Bridegroom older
Limpopo,1975,2018,26,17,Bridegroom older
Limpopo,2012,2018,45,40,Bridegroom older
Limpopo,2018,2018,30,27,Bridegroom older
Limpopo,1987,2018,28,20,Bridegroom older
Limpopo,2010,2018,34,31,Bridegroom older
Limpopo,1982,2018,30,20,Bridegroom older
Mpumalanga,2007,2018,39,37,Bridegroom older
Limpopo,2010,2018,31,21,Bridegroom older
Limpopo,1992,2018,30,27,Bridegroom older
Limpopo,2012,2018,47,30,Bridegroom older
KwaZulu-Natal,2007,2018,44,42,Bridegroom older
KwaZulu-Natal,2013,2018,49,43,Bridegroom older
Mpumalanga,2004,2018,54,45,Bridegroom older
Mpumalanga,2005,2018,29,26,Bridegroom older
Mpumalanga,2003,2018,40,39,Bridegroom older
Limpopo,2015,2018,56,37,Bridegroom older
Limpopo,2018,2018,33,27,Bridegroom older
Limpopo,1987,2018,32,28,Bridegroom older
Limpopo,2012,2018,44,42,Bridegroom older
KwaZulu-Natal,2018,2018,53,51,Bridegroom older
Limpopo,1991,2018,27,21,Bridegroom older
Unknown,2010,2018,47,43,Bridegroom older
Mpumalanga,2011,2018,40,53,Bridegroom younger
Limpopo,2001,2018,28,22,Bridegroom older
Limpopo,1988,2018,23,18,Bridegroom older
North West,2003,2018,39,33,Bridegroom older
Limpopo,2009,2018,26,25,Bridegroom older
Limpopo,1975,2018,29,15,Bridegroom older
Limpopo,1999,2018,37,24,Bridegroom older
Eastern Cape,2015,2018,36,29,Bridegroom older
North West,2014,2018,52,39,Bridegroom older
Limpopo,1996,2018,28,20,Bridegroom older
Eastern Cape,1976,2018,30,23,Bridegroom older
KwaZulu-Natal,2018,2018,40,36,Bridegroom older
Limpopo,1989,2018,22,20,Bridegroom older
Limpopo,1987,2018,32,26,Bridegroom older
Limpopo,1983,2018,26,16,Bridegroom older
Eastern Cape,1995,2018,31,23,Bridegroom older
Eastern Cape,2006,2018,28,26,Bridegroom older
Eastern Cape,1972,2018,22,13,Bridegroom older
Unknown,2015,2018,34,29,Bridegroom older
KwaZulu-Natal,2018,2018,71,50,Bridegroom older
KwaZulu-Natal,2018,2018,65,44,Bridegroom older
KwaZulu-Natal,2017,2018,45,40,Bridegroom older
KwaZulu-Natal,2018,2018,48,31,Bridegroom older
KwaZulu-Natal,2014,2018,57,55,Bridegroom older
KwaZulu-Natal,2014,2018,57,44,Bridegroom older
Unknown,1989,2018,48,49,Bridegroom younger
Unknown,1978,2018,43,30,Bridegroom older
Eastern Cape,1995,2018,31,16,Bridegroom older
Eastern Cape,2009,2018,38,27,Bridegroom older
KwaZulu-Natal,2018,2018,51,46,Bridegroom older
KwaZulu-Natal,2018,2018,47,44,Bridegroom older
Limpopo,1993,2018,29,26,Bridegroom older
Gauteng,1959,2018,39,30,Bridegroom older
Eastern Cape,1983,2018,30,18,Bridegroom older
KwaZulu-Natal,1971,2018,43,31,Bridegroom older
KwaZulu-Natal,1964,2018,20,20,Spouses same age
KwaZulu-Natal,2018,2018,72,59,Bridegroom older
KwaZulu-Natal,2018,2018,66,60,Bridegroom older
KwaZulu-Natal,1986,2018,28,38,Bridegroom younger
KwaZulu-Natal,1988,2018,27,23,Bridegroom older
KwaZulu-Natal,2017,2018,50,40,Bridegroom older
KwaZulu-Natal,2018,2018,50,50,Spouses same age
KwaZulu-Natal,2017,2018,43,41,Bridegroom older
KwaZulu-Natal,2018,2018,43,34,Bridegroom older
KwaZulu-Natal,2018,2018,42,26,Bridegroom older
KwaZulu-Natal,2018,2018,41,42,Bridegroom younger
KwaZulu-Natal,2017,2018,37,34,Bridegroom older
KwaZulu-Natal,2017,2018,37,32,Bridegroom older
KwaZulu-Natal,2018,2018,37,30,Bridegroom older
KwaZulu-Natal,2018,2018,37,32,Bridegroom older
KwaZulu-Natal,2018,2018,37,25,Bridegroom older
KwaZulu-Natal,2017,2018,31,32,Bridegroom younger
KwaZulu-Natal,2017,2018,31,28,Bridegroom older
KwaZulu-Natal,2018,2018,31,30,Bridegroom older
KwaZulu-Natal,2018,2018,29,23,Bridegroom older
KwaZulu-Natal,2017,2018,27,40,Bridegroom younger
KwaZulu-Natal,2017,2018,26,21,Bridegroom older
KwaZulu-Natal,2018,2018,27,41,Bridegroom younger
Eastern Cape,2018,2018,59,44,Bridegroom older
Eastern Cape,1972,2018,24,19,Bridegroom older
KwaZulu-Natal,2018,2018,51,38,Bridegroom older
KwaZulu-Natal,2018,2018,29,26,Bridegroom older
Mpumalanga,2014,2018,46,44,Bridegroom older
Mpumalanga,2015,2018,30,28,Bridegroom older
Eastern Cape,1985,2018,27,20,Bridegroom older
Eastern Cape,2005,2018,53,46,Bridegroom older
Limpopo,1969,2018,28,27,Bridegroom older
Limpopo,1999,2018,31,25,Bridegroom older
Limpopo,1987,2018,35,31,Bridegroom older
Eastern Cape,1995,2018,33,17,Bridegroom older
Eastern Cape,2018,2018,37,26,Bridegroom older
Limpopo,Unspecified,2018,Unspecified,Unspecified,Unspecified
Eastern Cape,1988,2018,26,18,Bridegroom older
KwaZulu-Natal,2010,2018,34,29,Bridegroom older
Mpumalanga,1977,2018,46,34,Bridegroom older
Mpumalanga,2015,2018,76,65,Bridegroom older
Mpumalanga,2007,2018,48,46,Bridegroom older
Mpumalanga,2017,2018,56,34,Bridegroom older
Mpumalanga,1997,2018,30,31,Bridegroom younger
Mpumalanga,1994,2018,26,25,Bridegroom older
Mpumalanga,2011,2018,42,38,Bridegroom older
Mpumalanga,2000,2018,29,24,Bridegroom older
Mpumalanga,2014,2018,40,37,Bridegroom older
Mpumalanga,2005,2018,31,24,Bridegroom older
Mpumalanga,2008,2018,66,58,Bridegroom older
Mpumalanga,1971,2018,22,18,Bridegroom older
Mpumalanga,2004,2018,48,49,Bridegroom younger
Mpumalanga,2018,2018,28,23,Bridegroom older
Mpumalanga,1974,2018,22,21,Bridegroom older
Mpumalanga,1983,2018,25,20,Bridegroom older
Mpumalanga,2008,2018,33,40,Bridegroom younger
Eastern Cape,2007,2018,44,43,Bridegroom older
Gauteng,2014,2018,36,29,Bridegroom older
Limpopo,1998,2018,28,24,Bridegroom older
KwaZulu-Natal,1969,2018,24,19,Bridegroom older
Limpopo,1985,2018,26,20,Bridegroom older
KwaZulu-Natal,2017,2018,37,30,Bridegroom older
KwaZulu-Natal,2017,2018,32,20,Bridegroom older
Mpumalanga,2016,2018,29,27,Bridegroom older
Unknown,1987,2018,39,34,Bridegroom older
Mpumalanga,1978,2018,36,24,Bridegroom older
Mpumalanga,2018,2018,69,67,Bridegroom older
Mpumalanga,2011,2018,47,34,Bridegroom older
Mpumalanga,2018,2018,37,37,Spouses same age
Eastern Cape,2014,2018,25,20,Bridegroom older
Limpopo,2015,2018,63,34,Bridegroom older
North West,2015,2018,51,54,Bridegroom younger
North West,2013,2018,37,27,Bridegroom older
North West,2001,2018,46,46,Spouses same age
Limpopo,2018,2018,72,66,Bridegroom older
North West,2014,2018,37,32,Bridegroom older
Limpopo,1977,2018,23,16,Bridegroom older
North West,2012,2018,53,48,Bridegroom older
North West,2012,2018,44,40,Bridegroom older
Limpopo,2018,2018,45,34,Bridegroom older
Limpopo,2015,2018,26,24,Bridegroom older
Limpopo,2005,2018,34,31,Bridegroom older
Limpopo,2015,2018,41,40,Bridegroom older
Limpopo,1983,2018,28,23,Bridegroom older
Limpopo,2001,2018,34,27,Bridegroom older
Gauteng,2004,2018,44,42,Bridegroom older
Limpopo,2012,2018,69,42,Bridegroom older
Limpopo,2011,2018,57,46,Bridegroom older
Limpopo,2012,2018,48,40,Bridegroom older
Limpopo,2017,2018,44,40,Bridegroom older
Limpopo,2018,2018,39,36,Bridegroom older
Limpopo,1964,2018,26,18,Bridegroom older
Limpopo,1973,2018,39,28,Bridegroom older
Limpopo,1980,2018,41,28,Bridegroom older
Limpopo,1979,2018,39,22,Bridegroom older
Limpopo,2017,2018,76,58,Bridegroom older
Limpopo,1992,2018,46,45,Bridegroom older
Limpopo,1983,2018,36,25,Bridegroom older
Limpopo,1986,2018,36,30,Bridegroom older
Limpopo,1980,2018,28,22,Bridegroom older
Limpopo,1997,2018,45,43,Bridegroom older
Limpopo,2015,2018,61,49,Bridegroom older
Limpopo,1986,2018,30,25,Bridegroom older
Limpopo,1986,2018,28,28,Spouses same age
Limpopo,1990,2018,32,36,Bridegroom younger
Limpopo,2017,2018,57,36,Bridegroom older
Limpopo,1992,2018,29,28,Bridegroom older
Limpopo,1993,2018,30,40,Bridegroom younger
Limpopo,2009,2018,40,34,Bridegroom older
Limpopo,2011,2018,32,23,Bridegroom older
Limpopo,2018,2018,39,29,Bridegroom older
Limpopo,1983,2018,24,20,Bridegroom older
Limpopo,2016,2018,36,35,Bridegroom older
Limpopo,1978,2018,25,23,Bridegroom older
Limpopo,1993,2018,39,29,Bridegroom older
Limpopo,2011,2018,58,46,Bridegroom older
Limpopo,2014,2018,29,28,Bridegroom older
Limpopo,1998,2018,34,30,Bridegroom older
Limpopo,2018,2018,28,25,Bridegroom older
Limpopo,2018,2018,49,23,Bridegroom older
Gauteng,2011,2018,25,22,Bridegroom older
Limpopo,1998,2018,28,20,Bridegroom older
Limpopo,1980,2018,36,34,Bridegroom older
Mpumalanga,2010,2018,51,50,Bridegroom older
Limpopo,2013,2018,57,45,Bridegroom older
Limpopo,2016,2018,41,34,Bridegroom older
North West,2011,2018,40,30,Bridegroom older
Limpopo,2016,2018,76,50,Bridegroom older
Limpopo,1977,2018,32,32,Spouses same age
Limpopo,2003,2018,44,37,Bridegroom older
Limpopo,2017,2018,41,28,Bridegroom older
Eastern Cape,1994,2018,39,31,Bridegroom older
Mpumalanga,2008,2018,35,34,Bridegroom older
Limpopo,1995,2018,51,38,Bridegroom older
Limpopo,1970,2018,24,20,Bridegroom older
Limpopo,2008,2018,40,38,Bridegroom older
Eastern Cape,1989,2018,22,17,Bridegroom older
Eastern Cape,2005,2018,26,18,Bridegroom older
Eastern Cape,2004,2018,21,21,Spouses same age
Eastern Cape,2017,2018,32,29,Bridegroom older
Eastern Cape,1983,2018,29,23,Bridegroom older
Gauteng,2015,2018,60,55,Bridegroom older
Eastern Cape,1994,2018,31,21,Bridegroom older
Eastern Cape,2018,2018,100,74,Bridegroom older
Mpumalanga,2017,2018,31,23,Bridegroom older
Eastern Cape,2018,2018,63,56,Bridegroom older
Limpopo,1990,2018,28,24,Bridegroom older
Limpopo,2004,2018,40,32,Bridegroom older
Limpopo,2017,2018,32,31,Bridegroom older
Eastern Cape,1994,2018,31,24,Bridegroom older
KwaZulu-Natal,1980,2018,50,35,Bridegroom older
KwaZulu-Natal,1991,2018,52,53,Bridegroom younger
KwaZulu-Natal,1990,2018,47,33,Bridegroom older
KwaZulu-Natal,1998,2018,53,46,Bridegroom older
KwaZulu-Natal,1980,2018,34,30,Bridegroom older
KwaZulu-Natal,2004,2018,57,60,Bridegroom younger
KwaZulu-Natal,1999,2018,51,45,Bridegroom older
KwaZulu-Natal,1974,2018,26,20,Bridegroom older
KwaZulu-Natal,1974,2018,24,23,Bridegroom older
KwaZulu-Natal,1996,2018,45,39,Bridegroom older
KwaZulu-Natal,1978,2018,26,22,Bridegroom older
KwaZulu-Natal,1995,2018,42,43,Bridegroom younger
KwaZulu-Natal,1982,2018,29,17,Bridegroom older
KwaZulu-Natal,1978,2018,25,23,Bridegroom older
KwaZulu-Natal,1989,2018,35,31,Bridegroom older
KwaZulu-Natal,1986,2018,31,21,Bridegroom older
KwaZulu-Natal,1982,2018,27,26,Bridegroom older
KwaZulu-Natal,1980,2018,24,21,Bridegroom older
KwaZulu-Natal,1980,2018,24,22,Bridegroom older
KwaZulu-Natal,1977,2018,21,21,Spouses same age
KwaZulu-Natal,1989,2018,32,26,Bridegroom older
KwaZulu-Natal,1998,2018,41,35,Bridegroom older
KwaZulu-Natal,1981,2018,24,20,Bridegroom older
KwaZulu-Natal,2018,2018,60,37,Bridegroom older
